"$epsilon_r []","Freq [GHz]","dB(S(1,1)) []"
4.3824,3.029,-0.506407811477955
4.3824,3.0295,-0.506513831633168
4.3824,3.03,-0.506620006956017
4.3824,3.0305,-0.506726337877934
4.3824,3.031,-0.506832824831507
4.3824,3.0315,-0.506939468250479
4.3824,3.032,-0.507046268569756
4.3824,3.0325,-0.507153226225405
4.3824,3.033,-0.507260341654662
4.3824,3.0335,-0.507367615295927
4.3824,3.034,-0.507475047588785
4.3824,3.0345,-0.507582638973992
4.3824,3.035,-0.507690389893492
4.3824,3.0355,-0.507798300790416
4.3824,3.036,-0.507906372109074
4.3824,3.0365,-0.508014604294983
4.3824,3.037,-0.508122997794852
4.3824,3.0375,-0.508231553056593
4.3824,3.038,-0.508340270529322
4.3824,3.0385,-0.508449150663365
4.3824,3.039,-0.508558193910268
4.3824,3.0395,-0.508667400722779
4.3824,3.04,-0.508776771554883
4.3824,3.0405,-0.508886306861784
4.3824,3.041,-0.508996007099915
4.3824,3.0415,-0.509105872726946
4.3824,3.042,-0.509215904201779
4.3824,3.0425,-0.509326101984559
4.3824,3.043,-0.509436466536681
4.3824,3.0435,-0.509546998320781
4.3824,3.044,-0.509657697800758
4.3824,3.0445,-0.509768565441765
4.3824,3.045,-0.509879601710214
4.3824,3.0455,-0.509990807073787
4.3824,3.046,-0.510102182001434
4.3824,3.0465,-0.510213726963379
4.3824,3.047,-0.510325442431128
4.3824,3.0475,-0.510437328877465
4.3824,3.048,-0.510549386776462
4.3824,3.0485,-0.510661616603484
4.3824,3.049,-0.510774018835193
4.3824,3.0495,-0.510886593949547
4.3824,3.05,-0.510999342425806
4.3824,3.0505,-0.511112264744541
4.3824,3.051,-0.511225361387644
4.3824,3.0515,-0.511338632838304
4.3824,3.052,-0.511452079581049
4.3824,3.0525,-0.511565702101727
4.3824,3.053,-0.511679500887514
4.3824,3.0535,-0.51179347642692
4.3824,3.054,-0.511907629209798
4.3824,3.0545,-0.512021959727336
4.3824,3.055,-0.512136468472081
4.3824,3.0555,-0.512251155937925
4.3824,3.056,-0.512366022620114
4.3824,3.0565,-0.512481069015263
4.3824,3.057,-0.512596295621344
4.3824,3.0575,-0.512711702937706
4.3824,3.058,-0.512827291465067
4.3824,3.0585,-0.512943061705529
4.3824,3.059,-0.513059014162578
4.3824,3.0595,-0.513175149341081
4.3824,3.06,-0.513291467747306
4.3824,3.0605,-0.513407969888919
4.3824,3.061,-0.51352465627498
4.3824,3.0615,-0.513641527415962
4.3824,3.062,-0.513758583823746
4.3824,3.0625,-0.513875826011642
4.3824,3.063,-0.51399325449436
4.3824,3.0635,-0.514110869788051
4.3824,3.064,-0.514228672410296
4.3824,3.0645,-0.514346662880104
4.3824,3.065,-0.51446484171793
4.3824,3.0655,-0.514583209445672
4.3824,3.066,-0.514701766586675
4.3824,3.0665,-0.514820513665746
4.3824,3.067,-0.514939451209145
4.3824,3.0675,-0.515058579744602
4.3824,3.068,-0.515177899801309
4.3824,3.0685,-0.515297411909938
4.3824,3.069,-0.515417116602643
4.3824,3.0695,-0.515537014413053
4.3824,3.07,-0.515657105876293
4.3824,3.0705,-0.51577739152898
4.3824,3.071,-0.515897871909238
4.3824,3.0715,-0.516018547556681
4.3824,3.072,-0.516139419012439
4.3824,3.0725,-0.516260486819166
4.3824,3.073,-0.516381751521017
4.3824,3.0735,-0.516503213663691
4.3824,3.074,-0.516624873794403
4.3824,3.0745,-0.516746732461907
4.3824,3.075,-0.516868790216506
4.3824,3.0755,-0.51699104761003
4.3824,3.076,-0.517113505195883
4.3824,3.0765,-0.517236163529004
4.3824,3.077,-0.517359023165904
4.3824,3.0775,-0.517482084664663
4.3824,3.078,-0.517605348584923
4.3824,3.0785,-0.517728815487911
4.3824,3.079,-0.517852485936437
4.3824,3.0795,-0.517976360494893
4.3824,3.08,-0.518100439729272
4.3824,3.0805,-0.51822472420716
4.3824,3.081,-0.51834921449775
4.3824,3.0815,-0.518473911171843
4.3824,3.082,-0.518598814801857
4.3824,3.0825,-0.518723925961829
4.3824,3.083,-0.518849245227427
4.3824,3.0835,-0.518974773175945
4.3824,3.084,-0.519100510386318
4.3824,3.0845,-0.519226457439118
4.3824,3.085,-0.519352614916578
4.3824,3.0855,-0.519478983402573
4.3824,3.086,-0.519605563482648
4.3824,3.0865,-0.519732355744002
4.3824,3.087,-0.519859360775517
4.3824,3.0875,-0.519986579167745
4.3824,3.088,-0.520114011512926
4.3824,3.0885,-0.520241658404981
4.3824,3.089,-0.520369520439532
4.3824,3.0895,-0.520497598213905
4.3824,3.09,-0.520625892327119
4.3824,3.0905,-0.520754403379921
4.3824,3.091,-0.520883131974761
4.3824,3.0915,-0.521012078715821
4.3824,3.092,-0.521141244209016
4.3824,3.0925,-0.521270629061989
4.3824,3.093,-0.521400233884132
4.3824,3.0935,-0.521530059286575
4.3824,3.094,-0.521660105882214
4.3824,3.0945,-0.521790374285694
4.3824,3.095,-0.521920865113438
4.3824,3.0955,-0.522051578983629
4.3824,3.096,-0.522182516516236
4.3824,3.0965,-0.522313678333007
4.3824,3.097,-0.522445065057487
4.3824,3.0975,-0.522576677315013
4.3824,3.098,-0.522708515732728
4.3824,3.0985,-0.522840580939584
4.3824,3.099,-0.522972873566348
4.3824,3.0995,-0.523105394245605
4.3824,3.1,-0.523238143611778
4.3824,3.1005,-0.523371122301115
4.3824,3.101,-0.523504330951712
4.3824,3.1015,-0.523637770203509
4.3824,3.102,-0.523771440698299
4.3824,3.1025,-0.523905343079741
4.3824,3.103,-0.524039477993356
4.3824,3.1035,-0.524173846086541
4.3824,3.104,-0.524308448008569
4.3824,3.1045,-0.524443284410605
4.3824,3.105,-0.524578355945703
4.3824,3.1055,-0.524713663268828
4.3824,3.106,-0.524849207036828
4.3824,3.1065,-0.52498498790849
4.3824,3.107,-0.525121006544504
4.3824,3.1075,-0.525257263607497
4.3824,3.108,-0.525393759762023
4.3824,3.1085,-0.525530495674575
4.3824,3.109,-0.525667472013604
4.3824,3.1095,-0.525804689449502
4.3824,3.11,-0.525942148654629
4.3824,3.1105,-0.526079850303311
4.3824,3.111,-0.526217795071852
4.3824,3.1115,-0.526355983638531
4.3824,3.112,-0.526494416683622
4.3824,3.1125,-0.526633094889391
4.3824,3.113,-0.526772018940106
4.3824,3.1135,-0.526911189522052
4.3824,3.114,-0.527050607323521
4.3824,3.1145,-0.52719027303484
4.3824,3.115,-0.527330187348355
4.3824,3.1155,-0.527470350958462
4.3824,3.116,-0.527610764561596
4.3824,3.1165,-0.527751428856248
4.3824,3.117,-0.527892344542966
4.3824,3.1175,-0.528033512324367
4.3824,3.118,-0.528174932905153
4.3824,3.1185,-0.528316606992086
4.3824,3.119,-0.52845853529404
4.3824,3.1195,-0.528600718521974
4.3824,3.12,-0.528743157388955
4.3824,3.1205,-0.528885852610164
4.3824,3.121,-0.529028804902903
4.3824,3.1215,-0.529172014986592
4.3824,3.122,-0.529315483582796
4.3824,3.1225,-0.529459211415218
4.3824,3.123,-0.529603199209714
4.3824,3.1235,-0.529747447694297
4.3824,3.124,-0.52989195759914
4.3824,3.1245,-0.530036729656601
4.3824,3.125,-0.530181764601208
4.3824,3.1255,-0.530327063169688
4.3824,3.126,-0.530472626100951
4.3824,3.1265,-0.530618454136133
4.3824,3.127,-0.53076454801856
4.3824,3.1275,-0.530910908493792
4.3824,3.128,-0.53105753630962
4.3824,3.1285,-0.531204432216056
4.3824,3.129,-0.531351596965376
4.3824,3.1295,-0.531499031312098
4.3824,3.13,-0.531646736013005
4.3824,3.1305,-0.531794711827146
4.3824,3.131,-0.531942959515849
4.3824,3.1315,-0.532091479842727
4.3824,3.132,-0.532240273573685
4.3824,3.1325,-0.532389341476941
4.3824,3.133,-0.532538684323008
4.3824,3.1335,-0.532688302884725
4.3824,3.134,-0.532838197937262
4.3824,3.1345,-0.532988370258122
4.3824,3.135,-0.533138820627147
4.3824,3.1355,-0.533289549826538
4.3824,3.136,-0.533440558640853
4.3824,3.1365,-0.533591847857028
4.3824,3.137,-0.533743418264367
4.3824,3.1375,-0.533895270654571
4.3824,3.138,-0.534047405821727
4.3824,3.1385,-0.534199824562327
4.3824,3.139,-0.534352527675296
4.3824,3.1395,-0.534505515961946
4.3824,3.14,-0.534658790226055
4.3824,3.1405,-0.534812351273822
4.3824,3.141,-0.534966199913895
4.3824,3.1415,-0.53512033695739
4.3824,3.142,-0.535274763217873
4.3824,3.1425,-0.535429479511408
4.3824,3.143,-0.535584486656518
4.3824,3.1435,-0.535739785474249
4.3824,3.144,-0.535895376788123
4.3824,3.1445,-0.536051261424186
4.3824,3.145,-0.536207440211017
4.3824,3.1455,-0.536363913979704
4.3824,3.146,-0.536520683563889
4.3824,3.1465,-0.536677749799756
4.3824,3.147,-0.536835113526063
4.3824,3.1475,-0.536992775584113
4.3824,3.148,-0.537150736817805
4.3824,3.1485,-0.537308998073618
4.3824,3.149,-0.537467560200627
4.3824,3.1495,-0.53762642405052
4.3824,3.15,-0.537785590477594
4.3824,3.1505,-0.537945060338769
4.3824,3.151,-0.538104834493614
4.3824,3.1515,-0.538264913804329
4.3824,3.152,-0.538425299135776
4.3824,3.1525,-0.538585991355481
4.3824,3.153,-0.538746991333647
4.3824,3.1535,-0.538908299943155
4.3824,3.154,-0.53906991805958
4.3824,3.1545,-0.539231846561212
4.3824,3.155,-0.539394086329046
4.3824,3.1555,-0.539556638246812
4.3824,3.156,-0.539719503200957
4.3824,3.1565,-0.539882682080698
4.3824,3.157,-0.540046175777982
4.3824,3.1575,-0.540209985187534
4.3824,3.158,-0.540374111206859
4.3824,3.1585,-0.540538554736246
4.3824,3.159,-0.540703316678766
4.3824,3.1595,-0.54086839794032
4.3824,3.16,-0.541033799429614
4.3824,3.1605,-0.541199522058178
4.3824,3.161,-0.541365566740388
4.3824,3.1615,-0.54153193439347
4.3824,3.162,-0.541698625937513
4.3824,3.1625,-0.541865642295462
4.3824,3.163,-0.542032984393157
4.3824,3.1635,-0.54220065315933
4.3824,3.164,-0.542368649525608
4.3824,3.1645,-0.542536974426539
4.3824,3.165,-0.542705628799599
4.3824,3.1655,-0.54287461358519
4.3824,3.166,-0.54304392972667
4.3824,3.1665,-0.543213578170346
4.3824,3.167,-0.543383559865507
4.3824,3.1675,-0.543553875764416
4.3824,3.168,-0.543724526822323
4.3824,3.1685,-0.543895513997497
4.3824,3.169,-0.544066838251199
4.3824,3.1695,-0.544238500547737
4.3824,3.17,-0.544410501854439
4.3824,3.1705,-0.544582843141702
4.3824,3.171,-0.544755525382962
4.3824,3.1715,-0.544928549554739
4.3824,3.172,-0.545101916636644
4.3824,3.1725,-0.545275627611365
4.3824,3.173,-0.545449683464714
4.3824,3.1735,-0.545624085185607
4.3824,3.174,-0.545798833766109
4.3824,3.1745,-0.54597393020141
4.3824,3.175,-0.546149375489864
4.3824,3.1755,-0.546325170632998
4.3824,3.176,-0.546501316635502
4.3824,3.1765,-0.54667781450527
4.3824,3.177,-0.546854665253394
4.3824,3.1775,-0.547031869894184
4.3824,3.178,-0.547209429445176
4.3824,3.1785,-0.547387344927148
4.3824,3.179,-0.547565617364129
4.3824,3.1795,-0.547744247783408
4.3824,3.18,-0.547923237215562
4.3824,3.1805,-0.548102586694455
4.3824,3.181,-0.548282297257243
4.3824,3.1815,-0.548462369944415
4.3824,3.182,-0.548642805799775
4.3824,3.1825,-0.548823605870473
4.3824,3.183,-0.549004771207011
4.3824,3.1835,-0.549186302863262
4.3824,3.184,-0.549368201896475
4.3824,3.1845,-0.549550469367286
4.3824,3.185,-0.549733106339748
4.3824,3.1855,-0.549916113881328
4.3824,3.186,-0.550099493062925
4.3824,3.1865,-0.550283244958882
4.3824,3.187,-0.550467370647003
4.3824,3.1875,-0.550651871208566
4.3824,3.188,-0.550836747728322
4.3824,3.1885,-0.551022001294539
4.3824,3.189,-0.551207632998986
4.3824,3.1895,-0.551393643936964
4.3824,3.19,-0.551580035207313
4.3824,3.1905,-0.551766807912422
4.3824,3.191,-0.551953963158247
4.3824,3.1915,-0.552141502054336
4.3824,3.192,-0.552329425713824
4.3824,3.1925,-0.552517735253451
4.3824,3.193,-0.552706431793589
4.3824,3.1935,-0.552895516458246
4.3824,3.194,-0.553084990375071
4.3824,3.1945,-0.553274854675398
4.3824,3.195,-0.553465110494225
4.3824,3.1955,-0.553655758970253
4.3824,3.196,-0.553846801245888
4.3824,3.1965,-0.554038238467258
4.3824,3.197,-0.554230071784236
4.3824,3.1975,-0.554422302350437
4.3824,3.198,-0.554614931323259
4.3824,3.1985,-0.554807959863863
4.3824,3.199,-0.555001389137227
4.3824,3.1995,-0.555195220312126
4.3824,3.2,-0.555389454561163
4.3824,3.2005,-0.55558409306079
4.3824,3.201,-0.555779136991317
4.3824,3.2015,-0.555974587536917
4.3824,3.202,-0.556170445885657
4.3824,3.2025,-0.556366713229508
4.3824,3.203,-0.55656339076435
4.3824,3.2035,-0.556760479690008
4.3824,3.204,-0.556957981210256
4.3824,3.2045,-0.557155896532819
4.3824,3.205,-0.557354226869418
4.3824,3.2055,-0.55755297343576
4.3824,3.206,-0.557752137451574
4.3824,3.2065,-0.557951720140606
4.3824,3.207,-0.558151722730654
4.3824,3.2075,-0.55835214645357
4.3824,3.208,-0.558552992545289
4.3824,3.2085,-0.55875426224583
4.3824,3.209,-0.558955956799328
4.3824,3.2095,-0.559158077454036
4.3824,3.21,-0.559360625462359
4.3824,3.2105,-0.559563602080844
4.3824,3.211,-0.559767008570224
4.3824,3.2115,-0.55997084619542
4.3824,3.212,-0.560175116225564
4.3824,3.2125,-0.560379819934004
4.3824,3.213,-0.560584958598337
4.3824,3.2135,-0.560790533500414
4.3824,3.214,-0.560996545926365
4.3824,3.2145,-0.56120299716661
4.3824,3.215,-0.561409888515873
4.3824,3.2155,-0.561617221273219
4.3824,3.216,-0.561824996742042
4.3824,3.2165,-0.56203321623011
4.3824,3.217,-0.562241881049563
4.3824,3.2175,-0.562450992516937
4.3824,3.218,-0.562660551953187
4.3824,3.2185,-0.562870560683697
4.3824,3.219,-0.5630810200383
4.3824,3.2195,-0.563291931351303
4.3824,3.22,-0.56350329596149
4.3824,3.2205,-0.563715115212155
4.3824,3.221,-0.563927390451114
4.3824,3.2215,-0.564140123030723
4.3824,3.222,-0.564353314307894
4.3824,3.2225,-0.564566965644119
4.3824,3.223,-0.564781078405483
4.3824,3.2235,-0.56499565396269
4.3824,3.224,-0.565210693691069
4.3824,3.2245,-0.565426198970612
4.3824,3.225,-0.565642171185968
4.3824,3.2255,-0.565858611726491
4.3824,3.226,-0.566075521986232
4.3824,3.2265,-0.566292903363971
4.3824,3.227,-0.566510757263241
4.3824,3.2275,-0.566729085092333
4.3824,3.228,-0.56694788826433
4.3824,3.2285,-0.567167168197119
4.3824,3.229,-0.567386926313414
4.3824,3.2295,-0.567607164040761
4.3824,3.23,-0.567827882811585
4.3824,3.2305,-0.568049084063193
4.3824,3.231,-0.568270769237788
4.3824,3.2315,-0.568492939782503
4.3824,3.232,-0.568715597149415
4.3824,3.2325,-0.568938742795564
4.3824,3.233,-0.569162378182969
4.3824,3.2335,-0.569386504778667
4.3824,3.234,-0.569611124054712
4.3824,3.2345,-0.569836237488205
4.3824,3.235,-0.570061846561318
4.3824,3.2355,-0.570287952761305
4.3824,3.236,-0.570514557580535
4.3824,3.2365,-0.570741662516502
4.3824,3.237,-0.570969269071855
4.3824,3.2375,-0.571197378754407
4.3824,3.238,-0.57142599307718
4.3824,3.2385,-0.571655113558395
4.3824,3.239,-0.57188474172152
4.3824,3.2395,-0.572114879095275
4.3824,3.24,-0.57234552721366
4.3824,3.2405,-0.572576687615983
4.3824,3.241,-0.572808361846871
4.3824,3.2415,-0.573040551456292
4.3824,3.242,-0.573273257999596
4.3824,3.2425,-0.573506483037499
4.3824,3.243,-0.57374022813616
4.3824,3.2435,-0.573974494867152
4.3824,3.244,-0.574209284807512
4.3824,3.2445,-0.574444599539753
4.3824,3.245,-0.574680440651892
4.3824,3.2455,-0.574916809737483
4.3824,3.246,-0.575153708395614
4.3824,3.2465,-0.575391138230951
4.3824,3.247,-0.575629100853761
4.3824,3.2475,-0.575867597879918
4.3824,3.248,-0.576106630930941
4.3824,3.2485,-0.576346201634029
4.3824,3.249,-0.57658631162205
4.3824,3.2495,-0.5768269625336
4.3824,3.25,-0.577068156013006
4.3824,3.2505,-0.57730989371036
4.3824,3.251,-0.57755217728153
4.3824,3.2515,-0.577795008388202
4.3824,3.252,-0.578038388697896
4.3824,3.2525,-0.578282319883984
4.3824,3.253,-0.578526803625735
4.3824,3.2535,-0.578771841608307
4.3824,3.254,-0.579017435522809
4.3824,3.2545,-0.579263587066295
4.3824,3.255,-0.579510297941803
4.3824,3.2555,-0.579757569858384
4.3824,3.256,-0.580005404531127
4.3824,3.2565,-0.580253803681166
4.3824,3.257,-0.580502769035734
4.3824,3.2575,-0.58075230232816
4.3824,3.258,-0.581002405297921
4.3824,3.2585,-0.581253079690653
4.3824,3.259,-0.581504327258177
4.3824,3.2595,-0.581756149758535
4.3824,3.26,-0.582008548956
4.3824,3.2605,-0.582261526621116
4.3824,3.261,-0.582515084530733
4.3824,3.2615,-0.582769224467998
4.3824,3.262,-0.583023948222438
4.3824,3.2625,-0.583279257589915
4.3824,3.263,-0.583535154372729
4.3824,3.2635,-0.583791640379587
4.3824,3.264,-0.58404871742566
4.3824,3.2645,-0.584306387332602
4.3824,3.265,-0.584564651928583
4.3824,3.2655,-0.584823513048304
4.3824,3.266,-0.585082972533042
4.3824,3.2665,-0.585343032230662
4.3824,3.267,-0.585603693995661
4.3824,3.2675,-0.585864959689184
4.3824,3.268,-0.58612683117905
4.3824,3.2685,-0.586389310339803
4.3824,3.269,-0.586652399052716
4.3824,3.2695,-0.586916099205828
4.3824,3.27,-0.587180412693976
4.3824,3.2705,-0.587445341418823
4.3824,3.271,-0.587710887288887
4.3824,3.2715,-0.58797705221957
4.3824,3.272,-0.588243838133195
4.3824,3.2725,-0.588511246959012
4.3824,3.273,-0.588779280633261
4.3824,3.2735,-0.589047941099181
4.3824,3.274,-0.589317230307045
4.3824,3.2745,-0.58958715021419
4.3824,3.275,-0.589857702785051
4.3824,3.2755,-0.590128889991187
4.3824,3.276,-0.590400713811312
4.3824,3.2765,-0.590673176231332
4.3824,3.277,-0.59094627924437
4.3824,3.2775,-0.591220024850802
4.3824,3.278,-0.591494415058283
4.3824,3.2785,-0.591769451881779
4.3824,3.279,-0.592045137343613
4.3824,3.2795,-0.592321473473475
4.3824,3.28,-0.592598462308467
4.3824,3.2805,-0.59287610589313
4.3824,3.281,-0.593154406279492
4.3824,3.2815,-0.593433365527071
4.3824,3.282,-0.593712985702938
4.3824,3.2825,-0.59399326888173
4.3824,3.283,-0.594274217145692
4.3824,3.2835,-0.59455583258471
4.3824,3.284,-0.594838117296339
4.3824,3.2845,-0.595121073385843
4.3824,3.285,-0.595404702966229
4.3824,3.2855,-0.595689008158271
4.3824,3.286,-0.595973991090555
4.3824,3.2865,-0.596259653899506
4.3824,3.287,-0.596545998729443
4.3824,3.2875,-0.596833027732572
4.3824,3.288,-0.597120743069057
4.3824,3.2885,-0.597409146907048
4.3824,3.289,-0.597698241422711
4.3824,3.2895,-0.597988028800255
4.3824,3.29,-0.59827851123198
4.3824,3.2905,-0.59856969091832
4.3824,3.291,-0.598861570067861
4.3824,3.2915,-0.599154150897378
4.3824,3.292,-0.599447435631887
4.3824,3.2925,-0.599741426504668
4.3824,3.293,-0.600036125757309
4.3824,3.2935,-0.600331535639741
4.3824,3.294,-0.600627658410267
4.3824,3.2945,-0.600924496335613
4.3824,3.295,-0.601222051690955
4.3824,3.2955,-0.60152032675996
4.3824,3.296,-0.601819323834826
4.3824,3.2965,-0.602119045216313
4.3824,3.297,-0.602419493213797
4.3824,3.2975,-0.602720670145288
4.3824,3.298,-0.603022578337479
4.3824,3.2985,-0.603325220125785
4.3824,3.299,-0.603628597854386
4.3824,3.2995,-0.603932713876253
4.3824,3.3,-0.604237570553196
4.3824,3.3005,-0.60454317025591
4.3824,3.301,-0.604849515364009
4.3824,3.3015,-0.605156608266051
4.3824,3.302,-0.605464451359603
4.3824,3.3025,-0.605773047051272
4.3824,3.303,-0.606082397756739
4.3824,3.3035,-0.606392505900803
4.3824,3.304,-0.60670337391743
4.3824,3.3045,-0.607015004249785
4.3824,3.305,-0.607327399350283
4.3824,3.3055,-0.607640561680613
4.3824,3.306,-0.607954493711797
4.3824,3.3065,-0.608269197924227
4.3824,3.307,-0.608584676807714
4.3824,3.3075,-0.608900932861508
4.3824,3.308,-0.609217968594368
4.3824,3.3085,-0.609535786524584
4.3824,3.309,-0.609854389180042
4.3824,3.3095,-0.610173779098247
4.3824,3.31,-0.610493958826369
4.3824,3.3105,-0.610814930921305
4.3824,3.311,-0.611136697949703
4.3824,3.3115,-0.611459262488018
4.3824,3.312,-0.611782627122547
4.3824,3.3125,-0.612106794449484
4.3824,3.313,-0.612431767074957
4.3824,3.3135,-0.612757547615083
4.3824,3.314,-0.613084138696
4.3824,3.3145,-0.613411542953936
4.3824,3.315,-0.61373976303521
4.3824,3.3155,-0.614068801596332
4.3824,3.316,-0.614398661304024
4.3824,3.3165,-0.614729344835258
4.3824,3.317,-0.615060854877314
4.3824,3.3175,-0.615393194127836
4.3824,3.318,-0.615726365294858
4.3824,3.3185,-0.61606037109687
4.3824,3.319,-0.616395214262856
4.3824,3.3195,-0.616730897532353
4.3824,3.32,-0.617067423655478
4.3824,3.3205,-0.617404795393003
4.3824,3.321,-0.617743015516398
4.3824,3.3215,-0.618082086807855
4.3824,3.322,-0.618422012060373
4.3824,3.3225,-0.618762794077783
4.3824,3.323,-0.619104435674812
4.3824,3.3235,-0.619446939677129
4.3824,3.324,-0.619790308921391
4.3824,3.3245,-0.620134546255296
4.3824,3.325,-0.620479654537646
4.3824,3.3255,-0.62082563663838
4.3824,3.326,-0.621172495438629
4.3824,3.3265,-0.621520233830788
4.3824,3.327,-0.621868854718546
4.3824,3.3275,-0.622218361016941
4.3824,3.328,-0.622568755652427
4.3824,3.3285,-0.622920041562911
4.3824,3.329,-0.623272221697816
4.3824,3.3295,-0.623625299018136
4.3824,3.33,-0.623979276496475
4.3824,3.3305,-0.624334157117128
4.3824,3.331,-0.624689943876101
4.3824,3.3315,-0.625046639781204
4.3824,3.332,-0.625404247852071
4.3824,3.3325,-0.625762771120248
4.3824,3.333,-0.626122212629217
4.3824,3.3335,-0.62648257543447
4.3824,3.334,-0.626843862603568
4.3824,3.3345,-0.627206077216185
4.3824,3.335,-0.627569222364184
4.3824,3.3355,-0.627933301151653
4.3824,3.336,-0.628298316694968
4.3824,3.3365,-0.628664272122867
4.3824,3.337,-0.629031170576486
4.3824,3.3375,-0.629399015209433
4.3824,3.338,-0.629767809187839
4.3824,3.3385,-0.630137555690424
4.3824,3.339,-0.630508257908544
4.3824,3.3395,-0.630879919046265
4.3824,3.34,-0.631252542320413
4.3824,3.3405,-0.631626130960645
4.3824,3.341,-0.632000688209498
4.3824,3.3415,-0.632376217322457
4.3824,3.342,-0.632752721568014
4.3824,3.3425,-0.633130204227731
4.3824,3.343,-0.633508668596301
4.3824,3.3435,-0.633888117981612
4.3824,3.344,-0.634268555704812
4.3824,3.3445,-0.634649985100366
4.3824,3.345,-0.635032409516122
4.3824,3.3455,-0.635415832313379
4.3824,3.346,-0.635800256866944
4.3824,3.3465,-0.636185686565201
4.3824,3.347,-0.63657212481017
4.3824,3.3475,-0.636959575017599
4.3824,3.348,-0.63734804061698
4.3824,3.3485,-0.637737525051662
4.3824,3.349,-0.63812803177889
4.3824,3.3495,-0.638519564269883
4.3824,3.35,-0.638912126009901
4.3824,3.3505,-0.639305720498296
4.3824,3.351,-0.639700351248614
4.3824,3.3515,-0.64009602178863
4.3824,3.352,-0.640492735660434
4.3824,3.3525,-0.64089049642049
4.3824,3.353,-0.641289307639716
4.3824,3.3535,-0.641689172903543
4.3824,3.354,-0.642090095811998
4.3824,3.3545,-0.642492079979761
4.3824,3.355,-0.642895129036246
4.3824,3.3555,-0.643299246625661
4.3824,3.356,-0.643704436407098
4.3824,3.3565,-0.644110702054582
4.3824,3.357,-0.644518047257162
4.3824,3.3575,-0.644926475718978
4.3824,3.358,-0.645335991159332
4.3824,3.3585,-0.645746597312765
4.3824,3.359,-0.646158297929121
4.3824,3.3595,-0.646571096773646
4.3824,3.36,-0.646984997627032
4.3824,3.3605,-0.647400004285511
4.3824,3.361,-0.647816120560937
4.3824,3.3615,-0.648233350280837
4.3824,3.362,-0.648651697288513
4.3824,3.3625,-0.649071165443108
4.3824,3.363,-0.649491758619682
4.3824,3.3635,-0.649913480709288
4.3824,3.364,-0.650336335619072
4.3824,3.3645,-0.650760327272317
4.3824,3.365,-0.651185459608547
4.3824,3.3655,-0.651611736583593
4.3824,3.366,-0.652039162169695
4.3824,3.3665,-0.652467740355557
4.3824,3.367,-0.652897475146437
4.3824,3.3675,-0.653328370564234
4.3824,3.368,-0.653760430647564
4.3824,3.3685,-0.65419365945185
4.3824,3.369,-0.654628061049395
4.3824,3.3695,-0.655063639529463
4.3824,3.37,-0.655500398998391
4.3824,3.3705,-0.655938343579629
4.3824,3.371,-0.656377477413864
4.3824,3.3715,-0.656817804659071
4.3824,3.372,-0.657259329490643
4.3824,3.3725,-0.657702056101428
4.3824,3.373,-0.658145988701857
4.3824,3.3735,-0.65859113152
4.3824,3.374,-0.659037488801673
4.3824,3.3745,-0.659485064810521
4.3824,3.375,-0.659933863828103
4.3824,3.3755,-0.660383890153992
4.3824,3.376,-0.660835148105852
4.3824,3.3765,-0.661287642019529
4.3824,3.377,-0.661741376249158
4.3824,3.3775,-0.662196355167237
4.3824,3.378,-0.662652583164722
4.3824,3.3785,-0.663110064651124
4.3824,3.379,-0.663568804054605
4.3824,3.3795,-0.664028805822056
4.3824,3.38,-0.664490074419216
4.3824,3.3805,-0.664952614330744
4.3824,3.381,-0.665416430060321
4.3824,3.3815,-0.665881526130746
4.3824,3.382,-0.666347907084044
4.3824,3.3825,-0.666815577481535
4.3824,3.383,-0.667284541903971
4.3824,3.3835,-0.667754804951584
4.3824,3.384,-0.668226371244226
4.3824,3.3845,-0.668699245421463
4.3824,3.385,-0.669173432142651
4.3824,3.3855,-0.669648936087051
4.3824,3.386,-0.670125761953935
4.3824,3.3865,-0.670603914462682
4.3824,3.387,-0.671083398352872
4.3824,3.3875,-0.671564218384403
4.3824,3.388,-0.672046379337581
4.3824,3.3885,-0.672529886013239
4.3824,3.389,-0.673014743232824
4.3824,3.3895,-0.673500955838515
4.3824,3.39,-0.673988528693317
4.3824,3.3905,-0.674477466681178
4.3824,3.391,-0.674967774707094
4.3824,3.3915,-0.675459457697213
4.3824,3.392,-0.675952520598941
4.3824,3.3925,-0.676446968381054
4.3824,3.393,-0.676942806033812
4.3824,3.3935,-0.677440038569052
4.3824,3.394,-0.677938671020327
4.3824,3.3945,-0.67843870844299
4.3824,3.395,-0.678940155914321
4.3824,3.3955,-0.67944301853363
4.3824,3.396,-0.679947301422382
4.3824,3.3965,-0.680453009724305
4.3824,3.397,-0.680960148605492
4.3824,3.3975,-0.681468723254544
4.3824,3.398,-0.681978738882659
4.3824,3.3985,-0.682490200723767
4.3824,3.399,-0.683003114034637
4.3824,3.3995,-0.683517484094996
4.3824,3.4,-0.684033316207661
4.3824,3.4005,-0.684550615698621
4.3824,3.401,-0.685069387917215
4.3824,3.4015,-0.685589638236205
4.3824,3.402,-0.68611137205191
4.3824,3.4025,-0.686634594784342
4.3824,3.403,-0.68715931187731
4.3824,3.4035,-0.687685528798565
4.3824,3.404,-0.688213251039893
4.3824,3.4045,-0.68874248411728
4.3824,3.405,-0.689273233571011
4.3824,3.4055,-0.68980550496579
4.3824,3.406,-0.690339303890896
